id	reg	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_paas_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
9169	24	2020-05-10	0	39.0	1037.0	17.0	20.0	19.0	549.0	488.0	8.0	9.0	3.0	224.0		3.0	98.0	126.0
9170	24	2020-05-10	A		182.0									38.0				
9171	24	2020-05-10	B	9.0	353.0	2.0							2.0	108.0				
9172	24	2020-05-10	C	9.0	222.0	4.0								40.0				
9173	24	2020-05-10	D	3.0	91.0	1.0							1.0	12.0				
9174	24	2020-05-10	E	18.0	187.0	10.0								26.0				
9175	27	2020-05-10	0	31.0	1287.0	14.0	14.0	17.0	633.0	654.0	7.0	7.0	15.0	208.0	7.0	8.0	87.0	120.0
9176	27	2020-05-10	A	3.0	190.0	2.0							1.0	41.0				
9177	27	2020-05-10	B	10.0	420.0	2.0							6.0	81.0				
9178	27	2020-05-10	C	5.0	297.0	2.0							5.0	48.0				
9179	27	2020-05-10	D	3.0	154.0	2.0							1.0	15.0				
9180	27	2020-05-10	E	10.0	226.0	6.0							2.0	22.0				
9181	28	2020-05-10	0	22.0	1280.0	12.0	10.0	12.0	622.0	658.0	7.0	5.0	15.0	371.0	5.0	10.0	148.0	223.0
9182	28	2020-05-10	A	1.0	228.0								1.0	79.0				
9183	28	2020-05-10	B	3.0	437.0	2.0							6.0	144.0				
9184	28	2020-05-10	C	1.0	270.0								3.0	57.0				
9185	28	2020-05-10	D	8.0	129.0	5.0							2.0	22.0				
9186	28	2020-05-10	E	9.0	216.0	5.0							3.0	69.0				
9187	32	2020-05-10	0	60.0	2181.0	33.0	33.0	27.0	1105.0	1076.0	19.0	14.0	21.0	532.0	7.0	14.0	209.0	323.0
9188	32	2020-05-10	A	5.0	388.0	1.0							1.0	135.0				
9189	32	2020-05-10	B	12.0	814.0	6.0							13.0	234.0				
9190	32	2020-05-10	C	14.0	500.0	10.0							6.0	88.0				
9191	32	2020-05-10	D	7.0	188.0	4.0								23.0				
9192	32	2020-05-10	E	22.0	291.0	12.0							1.0	51.0				
9193	44	2020-05-10	0	47.0	2186.0	26.0	22.0	25.0	1147.0	1039.0	13.0	13.0	46.0	721.0	19.0	27.0	303.0	416.0
9194	44	2020-05-10	A	2.0	398.0	1.0							2.0	131.0				
9195	44	2020-05-10	B	12.0	762.0	3.0							21.0	273.0				
9196	44	2020-05-10	C	8.0	455.0	2.0							11.0	140.0				
9197	44	2020-05-10	D	6.0	212.0	4.0							5.0	53.0				
9198	44	2020-05-10	E	19.0	359.0	16.0							7.0	115.0				
9199	52	2020-05-10	0	35.0	1195.0	18.0	12.0	23.0	601.0	594.0	7.0	11.0	21.0	446.0	11.0	10.0	196.0	250.0
9200	52	2020-05-10	A	1.0	196.0								4.0	85.0				
9201	52	2020-05-10	B	11.0	394.0	2.0							7.0	159.0				
9202	52	2020-05-10	C	5.0	266.0	2.0							7.0	97.0				
9203	52	2020-05-10	D	7.0	122.0	5.0							2.0	35.0				
9204	52	2020-05-10	E	11.0	217.0	9.0							1.0	70.0				
9205	53	2020-05-10	0	20.0	1310.0	17.0	8.0	12.0	700.0	610.0	7.0	10.0	14.0	306.0	4.0	10.0	113.0	193.0
9206	53	2020-05-10	A	1.0	248.0	1.0							3.0	61.0				
9207	53	2020-05-10	B	2.0	429.0	1.0							6.0	129.0				
9208	53	2020-05-10	C	7.0	273.0	5.0							1.0	48.0				
9209	53	2020-05-10	D	3.0	136.0	3.0							1.0	22.0				
9210	53	2020-05-10	E	7.0	223.0	7.0							3.0	46.0				
9211	75	2020-05-10	0	51.0	2408.0	29.0	27.0	24.0	1287.0	1121.0	15.0	14.0	44.0	1018.0	18.0	26.0	443.0	575.0
9212	75	2020-05-10	A	2.0	335.0	1.0							8.0	179.0				
9213	75	2020-05-10	B	15.0	773.0	6.0							24.0	401.0				
9214	75	2020-05-10	C	10.0	581.0	5.0							10.0	205.0				
9215	75	2020-05-10	D	8.0	244.0	4.0							1.0	87.0				
9216	75	2020-05-10	E	16.0	475.0	13.0							1.0	146.0				
9217	76	2020-05-10	0	43.0	2450.0	21.0	23.0	20.0	1215.0	1235.0	9.0	12.0	25.0	456.0	10.0	15.0	174.0	282.0
9218	76	2020-05-10	A	9.0	339.0	1.0							5.0	92.0				
9219	76	2020-05-10	B	11.0	891.0	4.0							19.0	199.0				
9220	76	2020-05-10	C	7.0	554.0	2.0								71.0				
9221	76	2020-05-10	D	5.0	261.0	4.0							1.0	41.0				
9222	76	2020-05-10	E	11.0	404.0	10.0								53.0				
9223	84	2020-05-10	0	99.0	3183.0	46.0	46.0	53.0	1588.0	1595.0	26.0	20.0	47.0	788.0	17.0	30.0	325.0	460.0
9224	84	2020-05-10	A	1.0	501.0								2.0	128.0				
9225	84	2020-05-10	B	27.0	1211.0	2.0							26.0	308.0				
9226	84	2020-05-10	C	31.0	694.0	14.0							8.0	142.0				
9227	84	2020-05-10	D	8.0	296.0	7.0							2.0	59.0				
9228	84	2020-05-10	E	32.0	481.0	23.0							9.0	150.0				
9229	93	2020-05-10	0	27.0	2474.0	18.0	11.0	16.0	1259.0	1215.0	5.0	13.0	39.0	728.0	13.0	26.0	285.0	443.0
9230	93	2020-05-10	A	2.0	391.0								10.0	119.0				
9231	93	2020-05-10	B	4.0	894.0	1.0							21.0	253.0				
9232	93	2020-05-10	C	6.0	532.0	3.0							3.0	137.0				
9233	93	2020-05-10	D	3.0	239.0	2.0							3.0	78.0				
9234	93	2020-05-10	E	12.0	418.0	12.0							2.0	139.0				
9235	94	2020-05-10	0		117.0				61.0	56.0			2.0	47.0	1.0		21.0	22.0
9236	94	2020-05-10	A		14.0									5.0				
9237	94	2020-05-10	B		38.0								1.0	17.0				
9238	94	2020-05-10	C		24.0								1.0	13.0				
9239	94	2020-05-10	D		17.0									8.0				
9240	94	2020-05-10	E		24.0									4.0				
9241	01	2020-05-11	0	6.0	225.0	1.0	2.0	4.0	110.0	115.0		1.0						
9242	01	2020-05-11	A	1.0	32.0													
9243	01	2020-05-11	B	3.0	90.0													
9244	01	2020-05-11	C	1.0	45.0													
9245	01	2020-05-11	D	1.0	18.0	1.0												
9246	01	2020-05-11	E		40.0													
9247	02	2020-05-11	0										1.0	94.0		1.0	39.0	55.0
9248	02	2020-05-11	A											19.0				
9249	02	2020-05-11	B										1.0	25.0				
9250	02	2020-05-11	C											18.0				
9251	02	2020-05-11	D											13.0				
9252	02	2020-05-11	E											19.0				
9253	03	2020-05-11	0		160.0				89.0	71.0								
9254	03	2020-05-11	A		36.0													
9255	03	2020-05-11	B		78.0													
9256	03	2020-05-11	C		35.0													
9257	03	2020-05-11	D		5.0													
9258	03	2020-05-11	E		6.0													
9259	04	2020-05-11	0		362.0				204.0	158.0								
9260	04	2020-05-11	A		55.0													
9261	04	2020-05-11	B		98.0													
9262	04	2020-05-11	C		110.0													
9263	04	2020-05-11	D		41.0													
9264	04	2020-05-11	E		58.0													
9265	06	2020-05-11	0	43.0	140.0	4.0	16.0	27.0	66.0	74.0	2.0	2.0						
9266	06	2020-05-11	A	2.0	46.0													
9267	06	2020-05-11	B	26.0	64.0	1.0												
9268	06	2020-05-11	C	13.0	25.0	2.0												
9269	06	2020-05-11	D	2.0	4.0	1.0												
9270	06	2020-05-11	E		1.0													
9271	07	2020-05-11	0		19.0				13.0	6.0								
9272	07	2020-05-11	A															
9273	07	2020-05-11	B		11.0													
9274	07	2020-05-11	C		4.0													
9275	07	2020-05-11	D		1.0													
9276	07	2020-05-11	E		3.0													
9277	08	2020-05-11	0		14.0				6.0	8.0								
9278	08	2020-05-11	A		2.0													
9279	08	2020-05-11	B		7.0													
9280	08	2020-05-11	C		2.0													
9281	08	2020-05-11	D		3.0													
9282	08	2020-05-11	E															
9283	11	2020-05-11	0	275.0	4662.0	52.0	124.0	151.0	2421.0	2238.0	22.0	30.0	56.0	896.0	20.0	36.0	350.0	545.0
9284	11	2020-05-11	A	13.0	730.0	1.0							3.0	127.0				
9285	11	2020-05-11	B	125.0	1830.0	7.0							35.0	327.0				
9286	11	2020-05-11	C	75.0	1066.0	11.0							10.0	197.0				
9287	11	2020-05-11	D	22.0	436.0	8.0							2.0	85.0				
9288	11	2020-05-11	E	40.0	599.0	25.0							6.0	159.0				
9289	24	2020-05-11	0	48.0	1180.0	18.0	30.0	18.0	627.0	553.0	12.0	6.0	23.0	224.0	7.0	16.0	94.0	130.0
9290	24	2020-05-11	A	3.0	146.0	1.0							1.0	19.0				
9291	24	2020-05-11	B	11.0	357.0	1.0							15.0	121.0				
9292	24	2020-05-11	C	12.0	298.0	3.0							5.0	41.0				
9293	24	2020-05-11	D	5.0	131.0	2.0								16.0				
9294	24	2020-05-11	E	17.0	248.0	11.0							2.0	26.0				
9295	27	2020-05-11	0	74.0	1394.0	27.0	35.0	39.0	730.0	664.0	16.0	11.0	10.0	177.0	7.0	3.0	79.0	98.0
9296	27	2020-05-11	A	3.0	128.0	1.0							2.0	20.0				
9297	27	2020-05-11	B	29.0	476.0	3.0							4.0	78.0				
9298	27	2020-05-11	C	20.0	307.0	5.0							3.0	39.0				
9299	27	2020-05-11	D	9.0	188.0	6.0							1.0	16.0				
9300	27	2020-05-11	E	13.0	295.0	12.0								21.0				
9301	28	2020-05-11	0	24.0	1519.0	12.0	12.0	12.0	790.0	729.0	5.0	7.0	25.0	290.0	16.0	9.0	116.0	174.0
9302	28	2020-05-11	A	2.0	216.0								2.0	44.0				
9303	28	2020-05-11	B	4.0	515.0								17.0	130.0				
9304	28	2020-05-11	C	4.0	367.0	1.0							5.0	60.0				
9305	28	2020-05-11	D		157.0									15.0				
9306	28	2020-05-11	E	14.0	264.0	11.0							1.0	41.0				
9307	32	2020-05-11	0	79.0	2287.0	32.0	45.0	34.0	1231.0	1056.0	20.0	12.0	19.0	515.0	6.0	13.0	213.0	301.0
9308	32	2020-05-11	A	1.0	336.0	1.0							2.0	93.0				
9309	32	2020-05-11	B	27.0	820.0	2.0							10.0	263.0				
9310	32	2020-05-11	C	24.0	518.0	13.0							7.0	99.0				
9311	32	2020-05-11	D	8.0	237.0	4.0								27.0				
9312	32	2020-05-11	E	19.0	376.0	12.0								31.0				
9313	44	2020-05-11	0	91.0	2198.0	43.0	37.0	54.0	1138.0	1060.0	16.0	27.0	28.0	423.0	8.0	20.0	172.0	251.0
9314	44	2020-05-11	A	4.0	285.0	1.0							1.0	50.0				
9315	44	2020-05-11	B	29.0	722.0	4.0							14.0	193.0				
9316	44	2020-05-11	C	23.0	519.0	7.0							8.0	86.0				
9317	44	2020-05-11	D	9.0	220.0	6.0							1.0	34.0				
9318	44	2020-05-11	E	26.0	452.0	25.0							4.0	60.0				
9319	52	2020-05-11	0	65.0	1354.0	34.0	35.0	30.0	696.0	658.0	16.0	18.0	17.0	352.0	7.0	10.0	145.0	207.0
9320	52	2020-05-11	A	5.0	174.0								2.0	54.0				
9321	52	2020-05-11	B	11.0	431.0	2.0							7.0	140.0				
9322	52	2020-05-11	C	17.0	311.0	6.0							5.0	59.0				
9323	52	2020-05-11	D	9.0	146.0	5.0							1.0	28.0				
9324	52	2020-05-11	E	23.0	292.0	21.0							2.0	70.0				
9325	53	2020-05-11	0	44.0	1377.0	24.0	24.0	20.0	680.0	696.0	14.0	10.0	9.0	209.0	7.0	2.0	87.0	122.0
9326	53	2020-05-11	A	4.0	199.0	1.0							1.0	22.0				
9327	53	2020-05-11	B	14.0	414.0	2.0							5.0	87.0				
9328	53	2020-05-11	C	11.0	304.0	7.0							1.0	50.0				
9329	53	2020-05-11	D	5.0	145.0	4.0							1.0	12.0				
9330	53	2020-05-11	E	10.0	315.0	10.0							1.0	38.0				
9331	75	2020-05-11	0	55.0	2706.0	25.0	31.0	24.0	1428.0	1278.0	14.0	11.0	33.0	793.0	14.0	19.0	344.0	449.0
9332	75	2020-05-11	A	2.0	306.0								5.0	129.0				
9333	75	2020-05-11	B	13.0	788.0	4.0							19.0	355.0				
9334	75	2020-05-11	C	17.0	664.0	5.0							3.0	140.0				
9335	75	2020-05-11	D	7.0	337.0	2.0							2.0	71.0				
9336	75	2020-05-11	E	16.0	611.0	14.0							4.0	98.0				
9337	76	2020-05-11	0	53.0	2812.0	27.0	34.0	19.0	1475.0	1337.0	20.0	7.0	16.0	264.0	5.0	11.0	108.0	156.0
9338	76	2020-05-11	A	7.0	310.0								2.0	46.0				
9339	76	2020-05-11	B	13.0	962.0	3.0							7.0	98.0				
9340	76	2020-05-11	C	12.0	675.0	6.0							6.0	66.0				
9341	76	2020-05-11	D	4.0	308.0	3.0								20.0				
9342	76	2020-05-11	E	17.0	556.0	15.0							1.0	34.0				
9343	84	2020-05-11	0	108.0	3557.0	44.0	53.0	55.0	1868.0	1689.0	24.0	20.0	48.0	623.0	25.0	23.0	276.0	347.0
9344	84	2020-05-11	A	4.0	473.0								3.0	70.0				
9345	84	2020-05-11	B	31.0	1284.0	2.0							22.0	281.0				
9346	84	2020-05-11	C	22.0	812.0	6.0							11.0	103.0				
9347	84	2020-05-11	D	17.0	356.0	9.0							1.0	38.0				
9348	84	2020-05-11	E	34.0	632.0	27.0							11.0	131.0				
9349	93	2020-05-11	0	48.0	2593.0	28.0	28.0	20.0	1345.0	1248.0	20.0	8.0	22.0	522.0	9.0	13.0	202.0	320.0
9350	93	2020-05-11	A	1.0	346.0								3.0	76.0				
9351	93	2020-05-11	B	13.0	912.0	5.0							10.0	178.0				
9352	93	2020-05-11	C	11.0	588.0	4.0							4.0	115.0				
9353	93	2020-05-11	D	9.0	264.0	6.0							3.0	55.0				
9354	93	2020-05-11	E	14.0	483.0	13.0							2.0	98.0				
9355	94	2020-05-11	0	34.0	183.0	34.0	12.0	22.0	91.0	92.0	12.0	22.0	4.0	27.0	2.0	2.0	12.0	15.0
9356	94	2020-05-11	A		10.0								1.0	6.0				
9357	94	2020-05-11	B	15.0	58.0	15.0							1.0	8.0				
9358	94	2020-05-11	C	13.0	56.0	13.0							2.0	10.0				
9359	94	2020-05-11	D	2.0	18.0	2.0								1.0				
9360	94	2020-05-11	E	4.0	41.0	4.0								2.0				
9361	01	2020-05-12	0	3.0	194.0		2.0	1.0	104.0	90.0								
9362	01	2020-05-12	A	1.0	40.0													
9363	01	2020-05-12	B	1.0	66.0													
9364	01	2020-05-12	C	1.0	36.0													
9365	01	2020-05-12	D		18.0													
9366	01	2020-05-12	E		34.0													
9367	02	2020-05-12	0											99.0			46.0	53.0
9368	02	2020-05-12	A											14.0				
9369	02	2020-05-12	B											29.0				
9370	02	2020-05-12	C											23.0				
9371	02	2020-05-12	D											11.0				
9372	02	2020-05-12	E											22.0				
9373	03	2020-05-12	0	1.0	176.0			1.0	86.0	90.0								
9374	03	2020-05-12	A		28.0													
9375	03	2020-05-12	B	1.0	94.0													
9376	03	2020-05-12	C		34.0													
9377	03	2020-05-12	D		11.0													
9378	03	2020-05-12	E		9.0													
9379	04	2020-05-12	0		374.0				214.0	160.0								
9380	04	2020-05-12	A		59.0													
9381	04	2020-05-12	B		124.0													
9382	04	2020-05-12	C		106.0													
9383	04	2020-05-12	D		44.0													
9384	04	2020-05-12	E		41.0													
9385	06	2020-05-12	0	32.0	127.0	3.0	10.0	22.0	63.0	64.0		3.0						
9386	06	2020-05-12	A		23.0													
9387	06	2020-05-12	B	25.0	73.0	3.0												
9388	06	2020-05-12	C	6.0	21.0													
9389	06	2020-05-12	D	1.0	10.0													
9390	06	2020-05-12	E															
9391	07	2020-05-12	0		23.0				14.0	9.0								
9392	07	2020-05-12	A															
9393	07	2020-05-12	B		11.0													
9394	07	2020-05-12	C		10.0													
9395	07	2020-05-12	D															
9396	07	2020-05-12	E		2.0													
9397	08	2020-05-12	0		26.0				14.0	12.0								
9398	08	2020-05-12	A															
9399	08	2020-05-12	B		12.0													
9400	08	2020-05-12	C		7.0													
9401	08	2020-05-12	D		5.0													
9402	08	2020-05-12	E		2.0													
9403	11	2020-05-12	0	236.0	4605.0	41.0	114.0	122.0	2433.0	2172.0	24.0	17.0	51.0	865.0	24.0	26.0	355.0	509.0
9404	11	2020-05-12	A	12.0	657.0								8.0	139.0				
9405	11	2020-05-12	B	92.0	1865.0	5.0							28.0	341.0				
9406	11	2020-05-12	C	87.0	1061.0	13.0							7.0	187.0				
9407	11	2020-05-12	D	19.0	375.0	7.0							4.0	53.0				
9408	11	2020-05-12	E	26.0	647.0	16.0							4.0	144.0				
9409	24	2020-05-12	0	51.0	1173.0	19.0	30.0	21.0	616.0	557.0	11.0	8.0	17.0	196.0	8.0	9.0	99.0	97.0
9410	24	2020-05-12	A	1.0	151.0									26.0				
9411	24	2020-05-12	B	16.0	395.0	4.0							10.0	99.0				
9412	24	2020-05-12	C	19.0	293.0	7.0							6.0	35.0				
9413	24	2020-05-12	D	3.0	136.0	1.0							1.0	16.0				
9414	24	2020-05-12	E	12.0	198.0	7.0								20.0				
9415	27	2020-05-12	0	67.0	1397.0	30.0	42.0	25.0	726.0	670.0	18.0	12.0	18.0	176.0	6.0	12.0	76.0	100.0
9416	27	2020-05-12	A	5.0	147.0								5.0	22.0				
9417	27	2020-05-12	B	16.0	451.0	1.0							11.0	86.0				
9418	27	2020-05-12	C	19.0	315.0	6.0							2.0	38.0				
9419	27	2020-05-12	D	7.0	188.0	4.0								12.0				
9420	27	2020-05-12	E	20.0	296.0	19.0								17.0				
9421	28	2020-05-12	0	49.0	1507.0	17.0	21.0	28.0	787.0	720.0	11.0	6.0	12.0	269.0	4.0	8.0	113.0	156.0
9422	28	2020-05-12	A	1.0	204.0								2.0	41.0				
9423	28	2020-05-12	B	16.0	530.0	4.0							5.0	139.0				
9424	28	2020-05-12	C	15.0	348.0	4.0							5.0	42.0				
9425	28	2020-05-12	D	6.0	160.0	3.0								16.0				
9426	28	2020-05-12	E	11.0	265.0	6.0								31.0				
9427	32	2020-05-12	0	89.0	2419.0	24.0	35.0	54.0	1233.0	1185.0	11.0	13.0	18.0	431.0	7.0	11.0	190.0	241.0
9428	32	2020-05-12	A	2.0	326.0								2.0	79.0				
9429	32	2020-05-12	B	29.0	873.0	2.0							11.0	212.0				
9430	32	2020-05-12	C	24.0	561.0	6.0							3.0	86.0				
9431	32	2020-05-12	D	13.0	254.0	8.0							2.0	23.0				
9432	32	2020-05-12	E	21.0	405.0	8.0								31.0				
9433	44	2020-05-12	0	99.0	2282.0	38.0	40.0	59.0	1127.0	1155.0	15.0	23.0	23.0	400.0	9.0	14.0	157.0	242.0
9434	44	2020-05-12	A	3.0	305.0								3.0	58.0				
9435	44	2020-05-12	B	34.0	730.0	3.0							12.0	173.0				
9436	44	2020-05-12	C	23.0	503.0	7.0							5.0	64.0				
9437	44	2020-05-12	D	8.0	274.0	5.0							2.0	25.0				
9438	44	2020-05-12	E	31.0	470.0	23.0							1.0	73.0				
9439	52	2020-05-12	0	72.0	1377.0	31.0	32.0	40.0	756.0	621.0	17.0	14.0	10.0	311.0	8.0	2.0	140.0	171.0
9440	52	2020-05-12	A	8.0	204.0									40.0				
9441	52	2020-05-12	B	19.0	436.0	4.0							9.0	147.0				
9442	52	2020-05-12	C	21.0	301.0	7.0								44.0				
9443	52	2020-05-12	D	7.0	139.0	4.0							1.0	25.0				
9444	52	2020-05-12	E	17.0	297.0	16.0								55.0				
9445	53	2020-05-12	0	39.0	1359.0	20.0	17.0	22.0	725.0	634.0	11.0	9.0	10.0	218.0	4.0	6.0	87.0	131.0
9446	53	2020-05-12	A		200.0								3.0	32.0				
9447	53	2020-05-12	B	11.0	410.0	3.0							5.0	98.0				
9448	53	2020-05-12	C	11.0	276.0	6.0							2.0	40.0				
9449	53	2020-05-12	D	7.0	178.0	2.0								12.0				
9450	53	2020-05-12	E	10.0	295.0	9.0								36.0				
9451	75	2020-05-12	0	49.0	2667.0	21.0	18.0	31.0	1383.0	1284.0	10.0	11.0	29.0	812.0	10.0	19.0	349.0	463.0
9452	75	2020-05-12	A	3.0	306.0								3.0	103.0				
9453	75	2020-05-12	B	13.0	856.0	1.0							15.0	378.0				
9454	75	2020-05-12	C	14.0	574.0	3.0							9.0	158.0				
9455	75	2020-05-12	D	7.0	313.0	5.0							1.0	65.0				
9456	75	2020-05-12	E	12.0	618.0	12.0							1.0	105.0				
9457	76	2020-05-12	0	57.0	2671.0	32.0	29.0	28.0	1381.0	1290.0	15.0	17.0	11.0	254.0	3.0	8.0	104.0	150.0
9458	76	2020-05-12	A	4.0	341.0	1.0							2.0	49.0				
9459	76	2020-05-12	B	18.0	894.0	6.0							4.0	103.0				
9460	76	2020-05-12	C	12.0	597.0	6.0							3.0	59.0				
9461	76	2020-05-12	D	6.0	307.0	4.0							2.0	14.0				
9462	76	2020-05-12	E	17.0	532.0	15.0								29.0				
9463	84	2020-05-12	0	91.0	3301.0	30.0	44.0	47.0	1755.0	1546.0	17.0	13.0	30.0	567.0	17.0	12.0	252.0	314.0
9464	84	2020-05-12	A	4.0	429.0								2.0	64.0				
9465	84	2020-05-12	B	34.0	1171.0	1.0							16.0	246.0				
9466	84	2020-05-12	C	23.0	748.0	3.0							7.0	116.0				
9467	84	2020-05-12	D	9.0	305.0	5.0							1.0	42.0				
9468	84	2020-05-12	E	21.0	648.0	21.0							4.0	99.0				
9469	93	2020-05-12	0	57.0	2698.0	29.0	32.0	25.0	1418.0	1280.0	19.0	10.0	28.0	573.0	7.0	21.0	219.0	354.0
9470	93	2020-05-12	A	1.0	358.0	1.0							3.0	90.0				
9471	93	2020-05-12	B	19.0	873.0	3.0							12.0	209.0				
9472	93	2020-05-12	C	15.0	638.0	8.0							9.0	130.0				
9473	93	2020-05-12	D	6.0	293.0	3.0							1.0	50.0				
9474	93	2020-05-12	E	16.0	536.0	14.0							3.0	94.0				
9475	94	2020-05-12	0	26.0	198.0	26.0	6.0	20.0	109.0	89.0	6.0	20.0		16.0			10.0	6.0
9476	94	2020-05-12	A		16.0									5.0				
9477	94	2020-05-12	B	7.0	68.0	7.0								7.0				
9478	94	2020-05-12	C	15.0	66.0	15.0								1.0				
9479	94	2020-05-12	D	1.0	21.0	1.0								1.0				
9480	94	2020-05-12	E	3.0	27.0	3.0								1.0				
9481	01	2020-05-13	0		199.0				86.0	113.0								
9482	01	2020-05-13	A		30.0													
9483	01	2020-05-13	B		73.0													
9484	01	2020-05-13	C		46.0													
9485	01	2020-05-13	D		19.0													
9486	01	2020-05-13	E		31.0													
9487	02	2020-05-13	0										1.0	79.0		1.0	35.0	44.0
9488	02	2020-05-13	A											12.0				
9489	02	2020-05-13	B											27.0				
9490	02	2020-05-13	C										1.0	18.0				
9491	02	2020-05-13	D											6.0				
9492	02	2020-05-13	E											16.0				
9493	03	2020-05-13	0		171.0				79.0	92.0								
9494	03	2020-05-13	A		38.0													
9495	03	2020-05-13	B		84.0													
9496	03	2020-05-13	C		32.0													
9497	03	2020-05-13	D		12.0													
9498	03	2020-05-13	E		5.0													
9499	04	2020-05-13	0		354.0				209.0	145.0								
9500	04	2020-05-13	A		56.0													
9501	04	2020-05-13	B		116.0													
9502	04	2020-05-13	C		102.0													
9503	04	2020-05-13	D		36.0													
9504	04	2020-05-13	E		44.0													
9505	06	2020-05-13	0	46.0	132.0	8.0	20.0	26.0	66.0	66.0	4.0	4.0						
9506	06	2020-05-13	A	2.0	25.0													
9507	06	2020-05-13	B	31.0	67.0	3.0												
9508	06	2020-05-13	C	11.0	27.0	3.0												
9509	06	2020-05-13	D	2.0	8.0	2.0												
9510	06	2020-05-13	E		5.0													
9511	07	2020-05-13	0		14.0				8.0	6.0								
9512	07	2020-05-13	A															
9513	07	2020-05-13	B		6.0													
9514	07	2020-05-13	C		4.0													
9515	07	2020-05-13	D		1.0													
9516	07	2020-05-13	E		3.0													
9517	08	2020-05-13	0		13.0				7.0	6.0								
9518	08	2020-05-13	A		2.0													
9519	08	2020-05-13	B		3.0													
9520	08	2020-05-13	C		7.0													
9521	08	2020-05-13	D															
9522	08	2020-05-13	E		1.0													
9523	11	2020-05-13	0	265.0	4772.0	42.0	114.0	151.0	2442.0	2330.0	24.0	18.0	49.0	897.0	21.0	28.0	390.0	507.0
9524	11	2020-05-13	A	9.0	714.0	1.0							3.0	129.0				
9525	11	2020-05-13	B	106.0	1826.0	7.0							29.0	343.0				
9526	11	2020-05-13	C	96.0	1142.0	13.0							12.0	188.0				
9527	11	2020-05-13	D	29.0	412.0	11.0							1.0	71.0				
9528	11	2020-05-13	E	25.0	678.0	10.0							4.0	161.0				
9529	24	2020-05-13	0	40.0	1156.0	8.0	20.0	20.0	593.0	562.0	6.0	2.0	17.0	225.0	11.0	6.0	111.0	114.0
9530	24	2020-05-13	A	1.0	157.0								3.0	32.0				
9531	24	2020-05-13	B	7.0	358.0								11.0	120.0				
9532	24	2020-05-13	C	14.0	272.0	2.0							2.0	40.0				
9533	24	2020-05-13	D	5.0	142.0	2.0							1.0	15.0				
9534	24	2020-05-13	E	13.0	227.0	4.0								18.0				
9535	27	2020-05-13	0	50.0	1324.0	18.0	22.0	28.0	676.0	648.0	7.0	11.0	16.0	134.0	8.0	8.0	60.0	74.0
9536	27	2020-05-13	A	3.0	146.0	1.0								17.0				
9537	27	2020-05-13	B	15.0	454.0	1.0							12.0	64.0				
9538	27	2020-05-13	C	14.0	304.0	3.0							4.0	31.0				
9539	27	2020-05-13	D	4.0	142.0	4.0								7.0				
9540	27	2020-05-13	E	14.0	278.0	9.0								14.0				
9541	28	2020-05-13	0	28.0	1563.0	16.0	15.0	13.0	801.0	761.0	9.0	7.0	16.0	287.0	7.0	9.0	128.0	159.0
9542	28	2020-05-13	A	1.0	233.0									45.0				
9543	28	2020-05-13	B	7.0	558.0	3.0							14.0	140.0				
9544	28	2020-05-13	C	6.0	344.0	3.0							2.0	43.0				
9545	28	2020-05-13	D	5.0	181.0	2.0								16.0				
9546	28	2020-05-13	E	9.0	247.0	8.0								43.0				
9547	32	2020-05-13	0	73.0	2284.0	24.0	38.0	35.0	1214.0	1070.0	11.0	13.0	14.0	502.0	5.0	9.0	215.0	287.0
9548	32	2020-05-13	A	3.0	355.0								1.0	93.0				
9549	32	2020-05-13	B	18.0	835.0	2.0							12.0	249.0				
9550	32	2020-05-13	C	20.0	511.0	5.0							1.0	95.0				
9551	32	2020-05-13	D	13.0	248.0	6.0								30.0				
9552	32	2020-05-13	E	19.0	335.0	11.0								33.0				
9553	44	2020-05-13	0	76.0	2295.0	35.0	27.0	49.0	1147.0	1148.0	18.0	17.0	40.0	413.0	13.0	26.0	175.0	237.0
9554	44	2020-05-13	A	2.0	316.0	1.0							1.0	49.0				
9555	44	2020-05-13	B	20.0	726.0	4.0							27.0	200.0				
9556	44	2020-05-13	C	24.0	536.0	5.0							8.0	70.0				
9557	44	2020-05-13	D	6.0	252.0	6.0							2.0	32.0				
9558	44	2020-05-13	E	24.0	465.0	19.0							2.0	62.0				
9559	52	2020-05-13	0	92.0	1338.0	47.0	50.0	42.0	722.0	616.0	28.0	19.0	16.0	307.0	7.0	9.0	143.0	162.0
9560	52	2020-05-13	A	11.0	204.0	1.0							3.0	50.0				
9561	52	2020-05-13	B	23.0	441.0	6.0							10.0	118.0				
9562	52	2020-05-13	C	20.0	289.0	8.0								53.0				
9563	52	2020-05-13	D	8.0	120.0	8.0								27.0				
9564	52	2020-05-13	E	30.0	284.0	24.0							3.0	59.0				
9565	53	2020-05-13	0	29.0	1316.0	14.0	16.0	13.0	669.0	647.0	9.0	5.0	9.0	257.0	3.0	6.0	94.0	163.0
9566	53	2020-05-13	A	1.0	213.0								1.0	33.0				
9567	53	2020-05-13	B	9.0	394.0	2.0							5.0	93.0				
9568	53	2020-05-13	C	8.0	306.0	3.0							3.0	52.0				
