id	dep	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_pass_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
49196	19	2020-01-15	A	2	18	0												
49197	19	2020-01-15	B	0	32	0												
49198	19	2020-01-15	C	2	27	0												
49199	19	2020-01-15	D	0	19	0												
49200	19	2020-01-15	E	1	28	0												
49201	21	2020-01-15	0	6	188	3	5	1	105	83	3	0	5	51	4	1	26	25
49202	21	2020-01-15	A	0	16	0							0	7				
49203	21	2020-01-15	B	1	71	0							2	26				
49204	21	2020-01-15	C	2	40	1							1	7				
49205	21	2020-01-15	D	2	23	1							1	3				
49206	21	2020-01-15	E	1	38	1							1	8				
49207	22	2020-01-15	0	9	205	9	2	7	97	108	2	7						
49208	22	2020-01-15	A	0	40	0												
49209	22	2020-01-15	B	2	54	2												
49210	22	2020-01-15	C	2	36	2												
49211	22	2020-01-15	D	3	32	3												
49212	22	2020-01-15	E	2	43	2												
49213	23	2020-01-15	0	3	63	3	2	1	31	32	2	1						
49214	23	2020-01-15	A	0	5	0												
49215	23	2020-01-15	B	0	22	0												
49216	23	2020-01-15	C	1	13	1												
49217	23	2020-01-15	D	1	10	1												
49218	23	2020-01-15	E	1	13	1												
49219	24	2020-01-15	0	4	141	3	1	3	73	68	1	2						
49220	24	2020-01-15	A	1	9	0												
49221	24	2020-01-15	B	0	46	0												
49222	24	2020-01-15	C	0	29	0												
49223	24	2020-01-15	D	2	22	2												
49224	24	2020-01-15	E	1	35	1												
49225	25	2020-01-15	0	9	191	4	4	5	108	83	1	3	1	57	1	0	31	26
49226	25	2020-01-15	A	2	30	1							0	5				
49227	25	2020-01-15	B	4	71	0							1	25				
49228	25	2020-01-15	C	0	39	0							0	14				
49229	25	2020-01-15	D	1	18	1							0	5				
49230	25	2020-01-15	E	2	33	2							0	8				
49231	26	2020-01-15	0	10	213	4	4	6	129	84	1	3						
49232	26	2020-01-15	A	0	25	0												
49233	26	2020-01-15	B	3	76	0												
49234	26	2020-01-15	C	2	43	0												
49235	26	2020-01-15	D	2	24	2												
49236	26	2020-01-15	E	3	45	2												
49237	27	2020-01-15	0	5	105	1	2	3	55	50	0	1						
49238	27	2020-01-15	A	0	14	0												
49239	27	2020-01-15	B	3	44	0												
49240	27	2020-01-15	C	1	24	1												
49241	27	2020-01-15	D	1	8	0												
49242	27	2020-01-15	E	0	15	0												
49243	28	2020-01-15	0	1	253	1	0	1	127	126	0	1						
49244	28	2020-01-15	A	0	23	0												
49245	28	2020-01-15	B	0	78	0												
49246	28	2020-01-15	C	0	69	0												
49247	28	2020-01-15	D	0	32	0												
49248	28	2020-01-15	E	1	51	1												
49249	29	2020-01-15	0	2	496	0	1	1	262	234	0	0	0	65	0	0	31	34
49250	29	2020-01-15	A	0	72	0							0	8				
49251	29	2020-01-15	B	1	144	0							0	23				
49252	29	2020-01-15	C	0	111	0							0	24				
49253	29	2020-01-15	D	0	67	0							0	4				
49254	29	2020-01-15	E	1	102	0							0	6				
49255	2	2020-01-15	0	1	78	1	0	1	33	45	0	1	1	18	1	0	4	14
49256	2	2020-01-15	A	0	11	0							0	2				
49257	2	2020-01-15	B	0	37	0							1	7				
49258	2	2020-01-15	C	1	10	1							0	5				
49259	2	2020-01-15	D	0	10	0							0	1				
49260	2	2020-01-15	E	0	10	0							0	3				
49261	2	2020-01-15	0	4	93	3	3	1	46	47	2	1						
49262	2	2020-01-15	A	0	8	0												
49263	2	2020-01-15	B	0	22	0												
49264	2	2020-01-15	C	2	28	2												
49265	2	2020-01-15	D	0	13	0												
49266	2	2020-01-15	E	2	22	1												
49267	30	2020-01-15	0	1	363	0	0	1	161	202	0	0	2	44	0	2	15	29
49268	30	2020-01-15	A	0	47	0							0	4				
49269	30	2020-01-15	B	0	117	0							1	16				
49270	30	2020-01-15	C	1	81	0							1	11				
49271	30	2020-01-15	D	0	42	0							0	4				
49272	30	2020-01-15	E	0	76	0							0	9				
49273	31	2020-01-15	0	24	572	18	7	17	303	269	6	12	4	87	2	2	38	49
49274	31	2020-01-15	A	2	91	0							0	12				
49275	31	2020-01-15	B	4	190	1							3	42				
49276	31	2020-01-15	C	4	120	3							1	19				
49277	31	2020-01-15	D	1	59	1							0	3				
49278	31	2020-01-15	E	13	112	13							0	11				
49279	32	2020-01-15	0	1	64	1	0	1	34	30	0	1						
49280	32	2020-01-15	A	0	4	0												
49281	32	2020-01-15	B	0	19	0												
49282	32	2020-01-15	C	1	11	1												
49283	32	2020-01-15	D	0	10	0												
49284	32	2020-01-15	E	0	20	0												
49285	33	2020-01-15	0	19	724	8	9	10	376	348	3	5	12	458	3	9	193	265
49286	33	2020-01-15	A	1	103	0							2	86				
49287	33	2020-01-15	B	7	229	2							5	179				
49288	33	2020-01-15	C	4	144	0							3	88				
49289	33	2020-01-15	D	3	86	3							1	31				
49290	33	2020-01-15	E	4	162	3							1	74				
49291	34	2020-01-15	0	8	643	5	3	5	319	324	2	3	0	77	0	0	32	45
49292	34	2020-01-15	A	0	77	0							0	19				
49293	34	2020-01-15	B	4	221	2							0	28				
49294	34	2020-01-15	C	1	139	0							0	17				
49295	34	2020-01-15	D	1	77	1							0	7				
49296	34	2020-01-15	E	2	129	2							0	6				
49297	35	2020-01-15	0	5	457	4	1	4	245	212	0	4	6	89	3	3	37	52
49298	35	2020-01-15	A	1	89	0							0	9				
49299	35	2020-01-15	B	0	138	0							5	38				
49300	35	2020-01-15	C	2	90	2							0	15				
49301	35	2020-01-15	D	1	53	1							1	11				
49302	35	2020-01-15	E	1	87	1							0	16				
49303	36	2020-01-15	0	0	78	0	0	0	40	38	0	0						
49304	36	2020-01-15	A	0	8	0												
49305	36	2020-01-15	B	0	32	0												
49306	36	2020-01-15	C	0	15	0												
49307	36	2020-01-15	D	0	8	0												
49308	36	2020-01-15	E	0	15	0												
49309	37	2020-01-15	0	13	274	7	5	8	146	128	4	3	8	95	4	4	40	55
49310	37	2020-01-15	A	0	60	0							3	7				
49311	37	2020-01-15	B	1	70	0							0	46				
49312	37	2020-01-15	C	5	62	2							4	24				
49313	37	2020-01-15	D	1	25	1							1	6				
49314	37	2020-01-15	E	6	57	4							0	10				
49315	38	2020-01-15	0	9	591	2	3	6	308	283	1	1	9	118	5	4	46	72
49316	38	2020-01-15	A	2	102	0							0	15				
49317	38	2020-01-15	B	3	195	0							5	54				
49318	38	2020-01-15	C	1	122	0							2	20				
49319	38	2020-01-15	D	0	60	0							1	8				
49320	38	2020-01-15	E	3	112	2							1	21				
49321	39	2020-01-15	0	5	130	0	1	4	62	68	0	0						
49322	39	2020-01-15	A	0	16	0												
49323	39	2020-01-15	B	3	41	0												
49324	39	2020-01-15	C	2	28	0												
49325	39	2020-01-15	D	0	20	0												
49326	39	2020-01-15	E	0	25	0												
49327	40	2020-01-15	0	0	138	0	0	0	67	71	0	0						
49328	40	2020-01-15	A	0	16	0												
49329	40	2020-01-15	B	0	47	0												
49330	40	2020-01-15	C	0	27	0												
49331	40	2020-01-15	D	0	13	0												
49332	40	2020-01-15	E	0	35	0												
49333	41	2020-01-15	0	4	209	0	1	3	96	113	0	0						
49334	41	2020-01-15	A	0	23	0												
49335	41	2020-01-15	B	1	70	0												
49336	41	2020-01-15	C	1	46	0												
49337	41	2020-01-15	D	1	24	0												
49338	41	2020-01-15	E	1	46	0												
49339	42	2020-01-15	0	6	457	5	2	4	247	210	2	3	7	64	6	0	34	28
49340	42	2020-01-15	A	0	59	0							3	10				
49341	42	2020-01-15	B	2	163	1							4	26				
49342	42	2020-01-15	C	1	91	1							0	6				
49343	42	2020-01-15	D	1	51	1							0	5				
49344	42	2020-01-15	E	2	93	2							0	17				
49345	43	2020-01-15	0	0	19	0	0	0	9	10	0	0						
49346	43	2020-01-15	A															
49347	43	2020-01-15	B	0	8	0												
49348	43	2020-01-15	C	0	3	0												
49349	43	2020-01-15	D	0	1	0												
49350	43	2020-01-15	E	0	7	0												
49351	44	2020-01-15	0	21	426	14	14	7	246	180	9	5	19	343	10	9	155	188
49352	44	2020-01-15	A	1	55	0							0	61				
49353	44	2020-01-15	B	5	147	2							9	120				
49354	44	2020-01-15	C	4	97	2							6	69				
49355	44	2020-01-15	D	5	51	4							1	34				
49356	44	2020-01-15	E	6	76	6							3	59				
49357	45	2020-01-15	0	10	288	6	5	5	147	141	3	3	1	25	0	1	9	16
49358	45	2020-01-15	A	0	39	0							0	3				
49359	45	2020-01-15	B	4	94	0							0	6				
49360	45	2020-01-15	C	1	67	1							1	8				
49361	45	2020-01-15	D	1	31	1							0	3				
49362	45	2020-01-15	E	4	57	4							0	5				
49363	46	2020-01-15	0	0	103	0	0	0	51	52	0	0						
49364	46	2020-01-15	A	0	11	0												
49365	46	2020-01-15	B	0	22	0												
49366	46	2020-01-15	C	0	28	0												
49367	46	2020-01-15	D	0	15	0												
49368	46	2020-01-15	E	0	27	0												
49369	47	2020-01-15	0	5	239	1	3	2	126	113	0	1						
49370	47	2020-01-15	A	1	29	0												
49371	47	2020-01-15	B	2	77	0												
49372	47	2020-01-15	C	1	52	0												
49373	47	2020-01-15	D	1	24	1												
49374	47	2020-01-15	E	0	57	0												
49375	48	2020-01-15	0	0	24	0	0	0	13	11	0	0						
49376	48	2020-01-15	A	0	4	0												
49377	48	2020-01-15	B	0	3	0												
49378	48	2020-01-15	C	0	6	0												
49379	48	2020-01-15	D	0	8	0												
49380	48	2020-01-15	E	0	3	0												
49381	49	2020-01-15	0	9	293	5	5	4	148	145	3	2						
49382	49	2020-01-15	A	2	51	0												
49383	49	2020-01-15	B	1	85	1												
49384	49	2020-01-15	C	2	74	0												
49385	49	2020-01-15	D	0	26	0												
49386	49	2020-01-15	E	4	57	4												
49387	50	2020-01-15	0	13	300	12	7	6	158	142	7	5	2	62	2	0	33	29
49388	50	2020-01-15	A	0	29	0							0	12				
49389	50	2020-01-15	B	2	75	2							1	19				
49390	50	2020-01-15	C	2	75	2							1	12				
49391	50	2020-01-15	D	2	40	2							0	11				
49392	50	2020-01-15	E	7	81	6							0	8				
49393	51	2020-01-15	0	2	271	1	1	1	134	137	0	1	0	20	0	0	9	11
49394	51	2020-01-15	A	0	40	0							0	5				
49395	51	2020-01-15	B	1	91	0							0	7				
49396	51	2020-01-15	C	0	55	0							0	3				
49397	51	2020-01-15	D	0	29	0							0	1				
49398	51	2020-01-15	E	1	56	1							0	4				
49399	52	2020-01-15	0	7	104	3	3	4	58	46	1	2						
49400	52	2020-01-15	A	0	10	0												
49401	52	2020-01-15	B	3	42	0												
49402	52	2020-01-15	C	1	14	1												
49403	52	2020-01-15	D	1	17	0												
49404	52	2020-01-15	E	2	21	2												
49405	53	2020-01-15	0	4	131	3	2	2	76	55	2	1						
49406	53	2020-01-15	A	0	24	0												
49407	53	2020-01-15	B	1	46	0												
49408	53	2020-01-15	C	0	23	0												
49409	53	2020-01-15	D	1	11	1												
49410	53	2020-01-15	E	2	27	2												
49411	54	2020-01-15	0	4	335	3	2	2	173	162	1	2	4	74	3	1	31	43
49412	54	2020-01-15	A	0	49	0							0	7				
49413	54	2020-01-15	B	2	98	1							4	31				
49414	54	2020-01-15	C	1	72	1							0	16				
49415	54	2020-01-15	D	0	39	0							0	7				
49416	54	2020-01-15	E	1	77	1							0	13				
49417	55	2020-01-15	0	3	97	0	2	1	51	46	0	0						
49418	55	2020-01-15	A	0	11	0												
49419	55	2020-01-15	B	2	31	0												
49420	55	2020-01-15	C	1	24	0												
49421	55	2020-01-15	D	0	17	0												
49422	55	2020-01-15	E	0	14	0												
49423	56	2020-01-15	0	9	330	3	4	5	179	151	2	1	0	45	0	0	20	25
49424	56	2020-01-15	A	1	49	0							0	6				
49425	56	2020-01-15	B	2	93	0							0	24				
49426	56	2020-01-15	C	2	69	0							0	8				
49427	56	2020-01-15	D	1	41	0							0	2				
49428	56	2020-01-15	E	3	78	3							0	5				
49429	57	2020-01-15	0	29	537	3	11	18	265	272	1	2						
49430	57	2020-01-15	A	2	97	0												
49431	57	2020-01-15	B	13	172	1												
49432	57	2020-01-15	C	10	123	0												
49433	57	2020-01-15	D	4	63	2												
49434	57	2020-01-15	E	0	82	0												
49435	58	2020-01-15	0	4	156	2	1	3	77	79	1	1						
49436	58	2020-01-15	A	0	18	0												
49437	58	2020-01-15	B	1	30	0												
49438	58	2020-01-15	C	2	43	1												
49439	58	2020-01-15	D	1	24	1												
49440	58	2020-01-15	E	0	41	0												
49441	59	2020-01-15	0	51	1450	18	20	31	724	726	6	12	10	222	2	8	90	132
49442	59	2020-01-15	A	8	275	0							5	52				
49443	59	2020-01-15	B	16	520	2							4	112				
49444	59	2020-01-15	C	14	273	8							1	35				
49445	59	2020-01-15	D	7	170	4							0	8				
49446	59	2020-01-15	E	6	212	4							0	11				
49447	60	2020-01-15	0	2	179	1	0	2	93	85	0	1						
49448	60	2020-01-15	A	0	15	0												
49449	60	2020-01-15	B	2	74	1												
49450	60	2020-01-15	C	0	44	0												
49451	60	2020-01-15	D	0	14	0												
49452	60	2020-01-15	E	0	32	0												
49453	61	2020-01-15	0	4	183	1	1	3	95	88	0	1						
49454	61	2020-01-15	A	3	30	0												
49455	61	2020-01-15	B	0	58	0												
49456	61	2020-01-15	C	1	43	1												
49457	61	2020-01-15	D	0	20	0												
49458	61	2020-01-15	E	0	32	0												
49459	62	2020-01-15	0	6	332	0	2	4	170	162	0	0						
49460	62	2020-01-15	A	0	46	0												
49461	62	2020-01-15	B	3	112	0												
49462	62	2020-01-15	C	0	78	0												
49463	62	2020-01-15	D	0	48	0												
49464	62	2020-01-15	E	3	48	0												
49465	63	2020-01-15	0	3	135	0	2	1	70	65	0	0	3	65	2	1	23	42
49466	63	2020-01-15	A	0	24	0							0	10				
49467	63	2020-01-15	B	1	47	0							3	26				
49468	63	2020-01-15	C	1	32	0							0	13				
49469	63	2020-01-15	D	0	13	0							0	6				
49470	63	2020-01-15	E	1	19	0							0	10				
49471	64	2020-01-15	0	5	310	2	4	1	172	138	2	0	6	197	3	3	70	127
49472	64	2020-01-15	A	1	46	0							4	27				
49473	64	2020-01-15	B	0	112	0							2	80				
49474	64	2020-01-15	C	0	66	0							0	41				
49475	64	2020-01-15	D	1	21	0							0	16				
49476	64	2020-01-15	E	3	65	2							0	33				
49477	65	2020-01-15	0	0	96	0	0	0	56	40	0	0						
49478	65	2020-01-15	A	0	7	0												
49479	65	2020-01-15	B	0	32	0												
49480	65	2020-01-15	C	0	19	0												
49481	65	2020-01-15	D	0	19	0												
49482	65	2020-01-15	E	0	19	0												
49483	66	2020-01-15	0	5	300	2	1	4	159	141	1	1	3	77	0	3	32	45
49484	66	2020-01-15	A	0	37	0							0	16				
49485	66	2020-01-15	B	1	90	0							1	31				
49486	66	2020-01-15	C	2	68	0							1	11				
49487	66	2020-01-15	D	0	37	0							0	2				
49488	66	2020-01-15	E	2	68	2							1	16				
49489	67	2020-01-15	0	8	322	3	3	5	176	146	1	2	12	177	7	5	72	105
49490	67	2020-01-15	A	0	53	0							1	36				
49491	67	2020-01-15	B	3	92	0							6	71				
49492	67	2020-01-15	C	1	61	0							4	40				
49493	67	2020-01-15	D	1	32	1							1	15				
49494	67	2020-01-15	E	3	84	2							0	15				
49495	68	2020-01-15	0	12	292	6	7	5	141	151	3	3	9	73	5	4	23	50
49496	68	2020-01-15	A	1	47	1							1	14				
49497	68	2020-01-15	B	2	84	0							3	26				
49498	68	2020-01-15	C	6	67	3							3	14				
49499	68	2020-01-15	D	0	33	0							0	5				
49500	68	2020-01-15	E	3	61	2							2	14				
49501	69	2020-01-15	0	15	849	8	6	9	455	394	5	3	13	246	7	6	108	138
49502	69	2020-01-15	A	0	141	0							4	19				
49503	69	2020-01-15	B	4	313	0							6	105				
49504	69	2020-01-15	C	3	192	1							2	54				
49505	69	2020-01-15	D	2	81	2							1	22				
49506	69	2020-01-15	E	6	122	5							0	46				
49507	70	2020-01-15	0	4	91	1	0	4	46	45	0	1						
49508	70	2020-01-15	A	0	8	0												
49509	70	2020-01-15	B	1	25	0												
49510	70	2020-01-15	C	2	21	0												
49511	70	2020-01-15	D	0	13	0												
49512	70	2020-01-15	E	1	24	1												
49513	71	2020-01-15	0	15	310	6	9	6	148	162	4	2						
49514	71	2020-01-15	A	1	38	0												
49515	71	2020-01-15	B	3	83	0												
49516	71	2020-01-15	C	7	64	2												
49517	71	2020-01-15	D	0	43	0												
49518	71	2020-01-15	E	4	82	4												
49519	72	2020-01-15	0	16	290	10	9	7	150	140	5	5						
49520	72	2020-01-15	A	0	58	0												
49521	72	2020-01-15	B	3	85	1												
49522	72	2020-01-15	C	2	54	1												
49523	72	2020-01-15	D	4	33	3												
49524	72	2020-01-15	E	7	60	5												
49525	73	2020-01-15	0	1	146	1	1	0	86	60	1	0	7	78	1	6	27	51
49526	73	2020-01-15	A	0	16	0							1	11				
49527	73	2020-01-15	B	0	43	0							5	29				
49528	73	2020-01-15	C	1	39	1							1	23				
49529	73	2020-01-15	D	0	15	0							0	7				
49530	73	2020-01-15	E	0	33	0							0	8				
49531	74	2020-01-15	0	12	513	3	7	5	262	251	2	1	14	87	4	10	32	55
49532	74	2020-01-15	A	0	72	0							1	15				
49533	74	2020-01-15	B	5	205	0							9	36				
49534	74	2020-01-15	C	1	108	0							3	11				
49535	74	2020-01-15	D	2	51	1							1	13				
49536	74	2020-01-15	E	4	77	2							0	12				
49537	75	2020-01-15	0	128	1104	4	58	70	614	490	2	2	21	416	7	14	174	242
49538	75	2020-01-15	A	5	159	0							1	49				
49539	75	2020-01-15	B	65	403	0							11	133				
49540	75	2020-01-15	C	45	269	1							5	82				
49541	75	2020-01-15	D	5	102	1							1	51				
49542	75	2020-01-15	E	7	170	2							3	97				
49543	76	2020-01-15	0	11	730	8	9	2	395	335	7	1	6	49	4	2	25	24
49544	76	2020-01-15	A	1	145	0							0	2				
49545	76	2020-01-15	B	2	216	1							4	22				
49546	76	2020-01-15	C	3	176	2							2	14				
49547	76	2020-01-15	D	1	74	1							0	2				
49548	76	2020-01-15	E	4	119	4							0	9				
49549	77	2020-01-15	0	11	369	5	4	7	177	192	2	3	9	99	5	4	44	55
49550	77	2020-01-15	A	0	61	0							1	17				
49551	77	2020-01-15	B	3	146	0							6	47				
49552	77	2020-01-15	C	4	90	1							2	17				
49553	77	2020-01-15	D	0	30	0							0	5				
49554	77	2020-01-15	E	4	42	4							0	13				
49555	78	2020-01-15	0	21	587	6	9	12	293	294	4	2	7	86	3	4	31	55
49556	78	2020-01-15	A	0	110	0							2	12				
49557	78	2020-01-15	B	7	197	0							4	26				
49558	78	2020-01-15	C	5	131	1							1	25				
49559	78	2020-01-15	D	0	39	0							0	5				
49560	78	2020-01-15	E	9	110	5							0	18				
49561	79	2020-01-15	0	1	192	1	1	0	110	82	1	0						
49562	79	2020-01-15	A	0	20	0												
49563	79	2020-01-15	B	0	54	0												
49564	79	2020-01-15	C	0	44	0												
49565	79	2020-01-15	D	0	29	0												
49566	79	2020-01-15	E	1	45	1												
49567	80	2020-01-15	0	6	300	1	4	2	161	139	1	0	3	141	1	2	53	88
49568	80	2020-01-15	A	0	55	0							0	31				
49569	80	2020-01-15	B	4	103	0							2	70				
49570	80	2020-01-15	C	1	62	0							1	23				
49571	80	2020-01-15	D	0	32	0							0	4				
49572	80	2020-01-15	E	1	48	1							0	12				
49573	81	2020-01-15	0	14	240	4	5	9	121	119	2	2						
49574	81	2020-01-15	A	0	16	0												
49575	81	2020-01-15	B	6	83	0												
49576	81	2020-01-15	C	4	60	1												
49577	81	2020-01-15	D	1	30	0												
49578	81	2020-01-15	E	3	51	3												
49579	82	2020-01-15	0	6	133	5	3	3	65	68	3	2						
49580	82	2020-01-15	A	0	5	0												
49581	82	2020-01-15	B	0	46	0												
49582	82	2020-01-15	C	0	29	0												
49583	82	2020-01-15	D	0	12	0												
49584	82	2020-01-15	E	6	41	5												
49585	83	2020-01-15	0	7	545	5	3	4	289	256	2	3	18	290	10	8	128	162
49586	83	2020-01-15	A	1	49	0							2	56				
49587	83	2020-01-15	B	0	173	0							8	81				
49588	83	2020-01-15	C	4	125	3							6	51				
49589	83	2020-01-15	D	0	80	0							1	27				
49590	83	2020-01-15	E	2	118	2							1	72				
49591	84	2020-01-15	0	6	325	5	3	3	178	147	2	3	0	18	0	0	6	12
49592	84	2020-01-15	A	0	47	0							0	1				
49593	84	2020-01-15	B	1	96	1							0	11				
49594	84	2020-01-15	C	1	81	0							0	4				
49595	84	2020-01-15	D	0	39	0												
49596	84	2020-01-15	E	4	62	4							0	2				
49597	85	2020-01-15	0	8	333	8	5	3	190	143	5	3						
49598	85	2020-01-15	A	0	44	0												
49599	85	2020-01-15	B	1	106	1												
49600	85	2020-01-15	C	2	70	2												
49601	85	2020-01-15	D	0	41	0												
49602	85	2020-01-15	E	5	72	5												
49603	86	2020-01-15	0	4	193	3	1	3	97	96	1	2						
49604	86	2020-01-15	A	0	31	0												
49605	86	2020-01-15	B	2	67	1												
49606	86	2020-01-15	C	0	44	0												
49607	86	2020-01-15	D	0	20	0												
49608	86	2020-01-15	E	2	31	2												
49609	87	2020-01-15	0	0	234	0	0	0	107	127	0	0	2	81	1	1	36	45
49610	87	2020-01-15	A	0	37	0							0	11				
49611	87	2020-01-15	B	0	67	0							1	38				
49612	87	2020-01-15	C	0	52	0							0	17				
49613	87	2020-01-15	D	0	23	0							0	3				
49614	87	2020-01-15	E	0	55	0							1	12				
49615	88	2020-01-15	0	12	231	2	5	7	131	100	0	2						
49616	88	2020-01-15	A	1	30	0												
49617	88	2020-01-15	B	4	69	0												
49618	88	2020-01-15	C	5	54	1												
49619	88	2020-01-15	D	2	31	1												
49620	88	2020-01-15	E	0	47	0												
49621	89	2020-01-15	0	12	240	4	5	7	118	122	3	1	3	42	2	1	22	20
49622	89	2020-01-15	A	0	43	0							0	4				
49623	89	2020-01-15	B	4	81	0							1	18				
49624	89	2020-01-15	C	2	42	0							1	10				
49625	89	2020-01-15	D	3	37	2							0	5				
49626	89	2020-01-15	E	3	37	2							1	5				
49627	90	2020-01-15	0	2	139	1	1	1	83	56	1	0						
49628	90	2020-01-15	A	0	7	0												
49629	90	2020-01-15	B	1	46	0												
49630	90	2020-01-15	C	0	34	0												
49631	90	2020-01-15	D	0	17	0												
49632	90	2020-01-15	E	1	35	1												
49633	91	2020-01-15	0	19	431	7	6	13	206	225	2	5	4	64	1	3	27	37
49634	91	2020-01-15	A	0	42	0							1	11				
49635	91	2020-01-15	B	6	171	0							2	25				
49636	91	2020-01-15	C	5	111	2							1	14				
49637	91	2020-01-15	D	2	45	1							0	5				
49638	91	2020-01-15	E	6	62	4							0	9				
49639	92	2020-01-15	0	22	587	4	9	13	289	298	2	2						
49640	92	2020-01-15	A	0	134	0												
49641	92	2020-01-15	B	9	196	0												
49642	92	2020-01-15	C	10	136	3												
49643	92	2020-01-15	D	0	48	0												
49644	92	2020-01-15	E	3	73	1												
49645	93	2020-01-15	0	26	652	4	12	14	354	298	1	3						
49646	93	2020-01-15	A	0	107	0												
49647	93	2020-01-15	B	9	278	0												
49648	93	2020-01-15	C	11	156	1												
49649	93	2020-01-15	D	3	51	1												
49650	93	2020-01-15	E	3	60	2												
49651	94	2020-01-15	0	25	794	6	14	11	412	381	3	3						
49652	94	2020-01-15	A	0	118	0												
49653	94	2020-01-15	B	9	293	1												
49654	94	2020-01-15	C	9	197	0												
49655	94	2020-01-15	D	3	75	2												
49656	94	2020-01-15	E	4	111	3												
49657	95	2020-01-15	0	61	614	7	25	36	302	312	3	4	2	126	0	2	50	76
49658	95	2020-01-15	A	1	111	0							0	46				
49659	95	2020-01-15	B	27	225	0							1	48				
49660	95	2020-01-15	C	21	134	0							1	18				
49661	95	2020-01-15	D	6	60	1							0	5				
49662	95	2020-01-15	E	6	84	6							0	9				
49663	971	2020-01-15	0	1	176	1	0	1	79	97	0	1						
49664	971	2020-01-15	A	0	35	0												
49665	971	2020-01-15	B	1	68	1												
49666	971	2020-01-15	C	0	27	0												
49667	971	2020-01-15	D	0	23	0												
49668	971	2020-01-15	E	0	23	0												
49669	972	2020-01-15	0										0	80	0	0	20	60
49670	972	2020-01-15	A										0	6				
49671	972	2020-01-15	B										0	27				
49672	972	2020-01-15	C										0	13				
49673	972	2020-01-15	D										0	12				
49674	972	2020-01-15	E										0	22				
49675	973	2020-01-15	0	3	160	2	2	1	86	74	2	0						
49676	973	2020-01-15	A	0	38	0												
49677	973	2020-01-15	B	1	74	0												
49678	973	2020-01-15	C	1	40	1												
49679	973	2020-01-15	D	0	5	0												
49680	973	2020-01-15	E	1	3	1												
49681	974	2020-01-15	0	0	361	0	0	0	201	160	0	0						
49682	974	2020-01-15	A	0	56	0												
49683	974	2020-01-15	B	0	124	0												
49684	974	2020-01-15	C	0	102	0												
49685	974	2020-01-15	D	0	35	0												
49686	974	2020-01-15	E	0	44	0												
49687	976	2020-01-15	0	30	114	3	13	17	59	55	1	2						
49688	976	2020-01-15	A	1	25	0												
49689	976	2020-01-15	B	21	65	2												
49690	976	2020-01-15	C	5	13	0												
49691	976	2020-01-15	D	3	8	1												
49692	976	2020-01-15	E	0	3	0												
49693	1	2020-01-16	0	2	250	1	2	0	138	112	1	0						
49694	1	2020-01-16	A	0	31	0												
49695	1	2020-01-16	B	0	91	0												
49696	1	2020-01-16	C	1	65	0												
49697	1	2020-01-16	D	0	32	0												
49698	1	2020-01-16	E	1	31	1												
49699	2	2020-01-16	0	20	286	10	7	13	149	137	4	6	8	141	1	7	66	75
49700	2	2020-01-16	A	0	44	0							0	21				
49701	2	2020-01-16	B	4	93	0							5	59				
49702	2	2020-01-16	C	7	68	4							1	31				
49703	2	2020-01-16	D	4	32	3							1	10				
49704	2	2020-01-16	E	5	49	3							1	19				
49705	3	2020-01-16	0	16	189	5	10	6	96	93	4	1						
49706	3	2020-01-16	A	1	23	1												
49707	3	2020-01-16	B	4	64	0												
49708	3	2020-01-16	C	3	37	0												
49709	3	2020-01-16	D	5	29	2												
49710	3	2020-01-16	E	3	36	2												
49711	4	2020-01-16	0	3	147	3	3	0	75	72	3	0						
49712	4	2020-01-16	A	0	22	0												
49713	4	2020-01-16	B	0	51	0												
49714	4	2020-01-16	C	0	29	0												
49715	4	2020-01-16	D	1	15	1												
49716	4	2020-01-16	E	2	30	2												
49717	5	2020-01-16	0	0	137	0	0	0	68	69	0	0						
49718	5	2020-01-16	A	0	16	0												
49719	5	2020-01-16	B	0	54	0												
49720	5	2020-01-16	C	0	33	0												
49721	5	2020-01-16	D	0	12	0												
49722	5	2020-01-16	E	0	22	0												
49723	6	2020-01-16	0	10	700	3	5	5	358	341	1	2	10	174	6	4	72	102
49724	6	2020-01-16	A	0	84	0							2	35				
49725	6	2020-01-16	B	2	244	1							5	60				
49726	6	2020-01-16	C	3	156	0							1	25				
49727	6	2020-01-16	D	3	62	1							1	22				
49728	6	2020-01-16	E	2	154	1							1	32				
49729	7	2020-01-16	0	4	179	1	1	3	92	87	1	0						
49730	7	2020-01-16	A	0	23	0												
49731	7	2020-01-16	B	1	62	0												
49732	7	2020-01-16	C	1	44	0												
49733	7	2020-01-16	D	0	22	0												
49734	7	2020-01-16	E	2	28	1												
49735	8	2020-01-16	0	1	175	0	1	0	94	81	0	0						
49736	8	2020-01-16	A	1	31	0												
49737	8	2020-01-16	B	0	61	0												
49738	8	2020-01-16	C	0	32	0												
49739	8	2020-01-16	D	0	16	0												
49740	8	2020-01-16	E	0	35	0												
49741	9	2020-01-16	0	0	85	0	0	0	40	45	0	0						
49742	9	2020-01-16	A	0	10	0												
49743	9	2020-01-16	B	0	28	0												
49744	9	2020-01-16	C	0	17	0												
